symbol,days_to_expiry,T_years,strike_pct,strike,spot,predicted_spot,sigma_annual,call_price,put_price,expected_return_pct,mc_call_price,mc_put_price,mc_call_expected_return_pct,mc_put_expected_return_pct,dividend_yield,recommendation,mc_call_price_hp,mc_put_price_hp,mc_call_expected_return_hp,mc_put_expected_return_hp
ولبهمن,30,0.11904761904761904,0.9,2415.6844192422514,2684.0937991580568,2660.314943958876,0.14171143444880105,274.75568781256607,0.6015200741600424,0.10126758394764165,274.1764340628794,0.6071164204316742,-0.0021082502578865653,0.0093036733303482,0.0,hold,275.1417302150967,0.4994584704709012,0.0014050388023048757,-0.16967281404807505
ولبهمن,30,0.11904761904761904,1.0,2684.0937991580568,2684.0937991580568,2660.314943958876,0.14171143444880105,55.542843846592405,49.15974626592515,-0.008859174447122394,57.735710225326464,47.998904552897606,0.03948062840985758,-0.023613663641550896,0.0,hold,56.729267335600404,50.15699224952756,0.021360510316772118,0.020285824467195183
ولبهمن,30,0.11904761904761904,1.1,2952.5031790738626,2684.0937991580568,2660.314943958876,0.14171143444880105,1.517106044198215,262.9050786212706,-0.09896288586102041,1.6803127289891187,262.5192527074241,0.10757763797398742,-0.0014675483481334155,0.0,buy_call,1.6491634664827282,263.7101674869867,0.08704561081246308,0.003062279625552034
ولبهمن,60,0.23809523809523808,0.9,2415.6844192422514,2684.0937991580568,2636.746749786058,0.14171143444880105,284.03824572475423,4.1529519594958515,0.0915112623084886,278.50385773328713,4.342996630954218,-0.019484657699337323,0.045761345980375144,0.0,hold,284.89885007269436,3.90947417354425,0.0030298889705652147,-0.058627643258642115
ولبهمن,60,0.23809523809523808,1.0,2684.0937991580568,2684.0937991580568,2636.746749786058,0.14171143444880105,80.40358207444092,67.65256668615939,-0.01763986392236014,84.31068607608368,67.2823968792433,0.04859365591480001,-0.005471629903316383,0.0,hold,79.6154308021498,67.87560235313532,-0.009802439791319425,0.003296780564299878
ولبهمن,60,0.23809523809523808,1.1,2952.5031790738626,2684.0937991580568,2636.746749786058,0.14171143444880105,8.660982163006793,263.04424515170285,-0.10694533083850927,8.891052892266293,261.8422874911255,0.026564046078075255,-0.004569412495164723,0.0,hold,8.28217089609661,263.76600194098233,-0.043737680066838217,0.002743860786094105
ولبهمن,90,0.35714285714285715,0.9,2415.6844192422514,2684.0937991580568,2613.38735035682,0.14171143444880105,294.8033294455381,9.200538959782449,0.0818413736246989,288.1738316959288,11.192266377498823,-0.022487865934478976,0.2164794286968021,0.0,strong_buy_put,294.7572724894649,8.523754214420764,-0.00015622942983652932,-0.0735592499874255
ولبهمن,90,0.35714285714285715,1.0,2684.0937991580568,2684.0937991580568,2613.38735035682,0.14171143444880105,100.20771881346104,81.10392929129466,-0.026342763737770884,106.05732209404037,75.58254296609752,0.058374777410795074,-0.06807791402271533,0.0,buy_call,99.19432425608728,81.51744923095193,-0.01011293909664,0.005098642485890613
ولبهمن,90,0.35714285714285715,1.1,2952.5031790738626,2684.0937991580568,2613.38735035682,0.14171143444880105,18.281415913239414,265.67662735466183,-0.11485705794342813,17.418358050679903,267.0862756802222,-0.04720957428327443,0.005305880082851802,0.0,hold,18.929665131641865,265.69775712938883,0.035459464490000966,7.953192923814864e-05
پاداش,30,0.11904761904761904,0.9,17726.176128533138,19695.751253925708,19437.297617336364,0.14812966640065073,2017.76253307168,6.0324308314260975,0.09653077326975786,1984.645392716457,5.418004753129711,-0.016412803693409906,-0.10185381241265434,0.0,hold,2025.897162458831,5.519887403021855,0.004031509780671451,-0.08496465897862186
پاداش,30,0.11904761904761904,1.0,19695.751253925708,19695.751253925708,19437.297617336364,0.14812966640065073,424.9252543188013,378.08639115471124,-0.01312230405721789,421.44636148799395,372.51329517336586,-0.00818707006808615,-0.014740271302346054,0.0,hold,427.76339744682963,373.1826887491082,0.006679158508896241,-0.012969793466055934
پاداش,30,0.11904761904761904,1.1,21665.32637931828,19695.751253925708,19437.297617336364,0.14812966640065073,14.373071180062993,1932.425447092137,-0.10283845823383457,15.971642077496453,1959.875610283791,0.11121985533967511,0.01420503090194783,0.0,buy_call,15.234424347660394,1934.3764908246667,0.059928261455505095,0.001009634672046819
پاداش,60,0.23809523809523808,0.9,17726.176128533138,19695.751253925708,19182.235487951042,0.14812966640065073,2091.1808403597715,37.39601087220626,0.08214176305481599,2132.0338101071993,37.46526941386494,0.019535837818980467,0.0018520302043807423,0.0,hold,2097.0648417439998,37.82225091457686,0.002813721927184411,0.01139800830166606
پاداش,60,0.23809523809523808,1.0,19695.751253925708,19695.751253925708,19182.235487951042,0.14812966640065073,614.4759987394282,520.9096608560976,-0.026072413250665567,594.1680273833177,527.0193722608254,-0.03304925074009627,0.0117289270363823,0.0,hold,618.9386651488583,519.3811718792986,0.007262556094273916,-0.002934268821751228
پاداش,60,0.23809523809523808,1.1,21665.32637931828,19695.751253925708,19182.235487951042,0.14812966640065073,74.88675895671076,1941.5389126776245,-0.11461128477333245,69.16034206420346,1906.2860970384422,-0.07646768230172078,-0.018157151221122946,0.0,hold,75.67603718184729,1936.4661750488456,0.010539623240909382,-0.0026127406438550115
پاداش,90,0.35714285714285715,0.9,17726.176128533138,19695.751253925708,18930.520361380994,0.14812966640065073,2175.4926041422677,79.75305860216895,0.06794156980699688,2107.823357900433,81.64959258915943,-0.031105252260103432,0.023780078409919428,0.0,hold,2167.581440554951,82.20579917888706,-0.003636492981981897,0.030754188236881103
پاداش,90,0.35714285714285715,1.0,19695.751253925708,19695.751253925708,18930.520361380994,0.14812966640065073,765.2202309079566,625.0375418551484,-0.03885258717370277,753.9189041613848,617.0534083684988,-0.014768724466631593,-0.012773846292419884,0.0,hold,765.1446156221241,634.8390473636823,-9.881506366191489e-05,0.015681466875481456
پاداش,90,0.35714285714285715,1.1,21665.32637931828,19695.751253925708,18930.520361380994,0.14812966640065073,152.88689740577593,1968.2610648402588,-0.12622962470336627,149.56037951535302,2000.3041750154762,-0.02175803124314846,0.01627990856884525,0.0,hold,150.38567988842377,1962.599993794772,-0.016359920698198863,-0.002876178951365998
وسپهح,30,0.11904761904761904,0.9,2535.9176663270164,2817.686295918907,2817.4114804959836,0.16467650512958115,289.49227154598884,1.692925022454034,0.11100274188975483,289.5631953558812,1.9745741136883055,0.0002449937938363314,0.16636831962351056,0.0,buy_put,290.05759077435175,1.635436614401182,0.0019527955801511019,-0.03395803552452534
وسپهح,30,0.11904761904761904,1.0,2817.686295918907,2817.686295918907,2817.4114804959836,0.16467650512958115,67.19152703862414,60.49073044790839,-9.753229922063259e-05,68.6181665516057,57.61716436171757,0.021232431764223302,-0.04750423849924233,0.0,hold,66.75800331062007,60.681890393610146,-0.006452059465099975,0.003160152709122488
وسپهح,30,0.11904761904761904,1.1,3099.454925510798,2817.686295918907,2817.4114804959836,0.16467650512958115,3.5818068349511236,277.9795601770552,-0.09099775663565524,3.6357411895454197,279.72739613632285,0.015057862436356663,0.006287642005600705,0.0,hold,3.5667864345156106,280.5059706679139,-0.004193526096646127,0.009088475747100115
وسپهح,60,0.23809523809523808,0.9,2535.9176663270164,2817.686295918907,2817.13669187644,0.16467650512958115,302.1935476309095,8.377825945257882,0.11089438323789788,312.6815839417545,7.917226170276877,0.034706354232469594,-0.0549784368869252,0.0,hold,301.9591655357517,7.898775400523748,-0.0007756025798541064,-0.05718077074700891
وسپهح,60,0.23809523809523808,1.0,2817.686295918907,2817.686295918907,2817.13669187644,0.16467650512958115,96.93746091414505,83.55180303218799,-0.00019505508589188637,98.79096979470155,83.68439481840144,0.019120666696625238,0.0015869410521562616,0.0,hold,97.00750387600502,83.13889298264945,0.0007225582473426213,-0.00494196456035146
وسپهح,60,0.23809523809523808,1.1,3099.454925510798,2817.686295918907,2817.13669187644,0.16467650512958115,15.402558552960897,282.4469644746996,-0.09108641371444728,15.427011268805,277.63924163478583,0.001587574931789609,-0.017021683518019966,0.0,hold,15.713735041415747,282.80159361555013,0.02020290897677067,0.001255560106691464
وسپهح,90,0.35714285714285715,0.9,2535.9176663270164,2817.686295918907,2816.861930057663,0.16467650512958115,316.30869898898527,16.49090980429162,0.1107860351545095,318.3913649447347,15.69767362918764,0.006584282893281824,-0.04810141978325204,0.0,hold,316.40911218965323,16.626027607462376,0.00031745317466420675,0.008193471723166805
وسپهح,90,0.35714285714285715,1.0,2817.686295918907,2817.686295918907,2816.861930057663,0.16467650512958115,120.50454731922741,100.44992554944702,-0.00029256836094143304,125.98562444822046,102.11667766132881,0.045484400804172,0.016592865577200692,0.0,hold,122.32454050731303,99.82757101135827,0.015103107962094511,-0.006195669480933419
وسپهح,90,0.35714285714285715,1.1,3099.454925510798,2817.686295918907,2816.861930057663,0.16467650512958115,29.302534446998152,289.01108009213067,-0.09117506214631052,31.072242027020344,286.99120908164,0.06039435200471156,-0.006988905096118648,0.0,buy_call,29.33886406071583,289.9959153674199,0.0012398113133658083,0.0034076038710187085
شكربن,30,0.11904761904761904,0.9,6125.997637857292,6806.664042063658,6788.661891450831,0.18014048042721176,701.9865505396992,6.751787837947063,0.10817246312640122,690.0238899143158,7.098765680612231,-0.017041153589319312,0.05139051329709276,0.0,buy_put,,,,
شكربن,30,0.11904761904761904,1.0,6806.664042063658,6806.664042063658,6788.661891450831,0.18014048042721176,176.76741212072056,160.58034712584686,-0.0026447831862389014,176.35765376052754,162.47259827980804,-0.002318065051001515,0.011783827771142041,0.0,hold,,,,
شكربن,30,0.11904761904761904,1.1,7487.330446270024,6806.664042063658,6788.661891450831,0.18014048042721176,13.128457189613869,675.9890899016191,-0.09331343926021729,13.276740915287213,671.9235144100844,0.011294832555850835,-0.006014261993675611,0.0,hold,,,,
شكربن,60,0.23809523809523808,0.9,6125.997637857292,6806.664042063658,6770.70735262326,0.18014048042721176,738.2261448659865,28.45766897591261,0.10524158722847139,740.1370885084276,27.531110196114927,0.0025885613178709805,-0.032559194520884696,0.0,hold,,,,
شكربن,60,0.23809523809523808,1.0,6806.664042063658,6806.664042063658,6770.70735262326,0.18014048042721176,254.5614871617313,222.22585195761167,-0.005282571494375749,255.98170048534456,225.26851605919157,0.005579058087097676,0.013691764818434685,0.0,hold,,,,
شكربن,60,0.23809523809523808,1.1,7487.330446270024,6806.664042063658,6770.70735262326,0.18014048042721176,49.20130985935225,694.2985153411864,-0.09571142863125079,46.92145376881311,725.1088200905407,-0.04633730478022595,0.04437616395335905,0.0,hold,,,,
شكربن,90,0.35714285714285715,0.9,6125.997637857292,6806.664042063658,6752.800299658097,0.18014048042721176,777.1473361045855,52.87970994255363,0.10231846286183745,776.487453490586,47.80238386646969,-0.0008491087639921684,-0.0960165265959239,0.0,hold,,,,
شكربن,90,0.35714285714285715,1.0,6806.664042063658,6806.664042063658,6752.800299658097,0.18014048042721176,316.0142036069424,267.5684014339804,-0.007913383424346297,319.21063290854073,263.1209574037603,0.010114827957461265,-0.016621708715920412,0.0,hold,,,,
شكربن,90,0.35714285714285715,1.1,7487.330446270024,6806.664042063658,6752.800299658097,0.18014048042721176,88.93721713225568,716.3132389483644,-0.09810307584031493,87.47341473499863,722.0523010960163,-0.016458828423653975,0.008011944824693668,0.0,hold,,,,
وارس,30,0.11904761904761904,0.9,5048.393873696178,5609.326526329087,5360.501276287908,0.14431987529768533,574.3713611195526,1.4330212295312492,0.06182310857675223,583.4911646791008,1.47030591820473,0.015877886985472458,0.026018238882390354,0.0,hold,,,,
وارس,30,0.11904761904761904,1.0,5609.326526329087,5609.326526329087,5360.501276287908,0.14431987529768533,118.0843197448603,104.74466723695832,-0.04435920228092299,119.37151116951206,104.77681876906509,0.010900612608286564,0.0003069514940940311,0.0,hold,,,,
وارس,30,0.11904761904761904,1.1,6170.259178961996,5609.326526329087,5360.501276287908,0.14431987529768533,3.528587496822581,549.7876223710409,-0.13123563843720285,4.468423203479106,550.8055958385628,0.2663489873788951,0.001851575819644152,0.0,strong_buy_call,,,,
وارس,60,0.23809523809523808,0.9,5048.393873696178,5609.326526329087,5122.713715845906,0.14431987529768533,594.3701083372871,9.454632157078777,0.014721482516837569,593.394345732976,9.539994281458338,-0.001641675095405945,0.009028603436004578,0.0,hold,,,,
وارس,60,0.23809523809523808,1.0,5609.326526329087,5609.326526329087,5122.713715845906,0.14431987529768533,170.86375690121486,144.216175181994,-0.08675066573484619,170.70032497081064,137.02099091039096,-0.0009565043714841383,-0.049891659257521266,0.0,hold,,,,
وارس,60,0.23809523809523808,1.1,6170.259178961996,5609.326526329087,5122.713715845906,0.14431987529768533,19.38348911119374,551.0038018529604,-0.16977333248622392,18.370706979912406,544.0474549594454,-0.052249733031627624,-0.012624861879576083,0.0,hold,,,,
وارس,90,0.35714285714285715,0.9,5048.393873696178,5609.326526329087,4895.474221897438,0.14431987529768533,617.4770500945779,20.612920693481612,-0.030290752984925128,613.6046326254258,18.628449107726528,-0.00627135448768331,-0.09627318783517323,0.0,hold,,,,
وارس,90,0.35714285714285715,1.0,5609.326526329087,5609.326526329087,4895.474221897438,0.14431987529768533,212.87875230028249,172.9548892245166,-0.12726167768643262,209.89987382378902,165.2213139077298,-0.01399331048451241,-0.04471440704256505,0.0,hold,,,,
وارس,90,0.35714285714285715,1.1,6170.259178961996,5609.326526329087,4895.474221897438,0.14431987529768533,40.344575041056146,557.3609782906242,-0.20660152516948432,40.68094097411648,559.1117011532485,0.008337327452774925,0.0031410933502981357,0.0,hold,,,,
رابين,30,0.11904761904761904,0.9,18134.00189611104,20148.890995678932,19946.35944013657,0.22449980246103948,2113.30413204047,55.2901969444074,0.09994250328242231,2086.940045641581,60.3227979896514,-0.012475292126284492,0.09102157929196973,0.0,buy_put,,,,
رابين,30,0.11904761904761904,1.0,20148.890995678932,20148.890995678932,19946.35944013657,0.22449980246103948,645.9967319625357,598.0802480423463,-0.010051747045819865,654.9714511433665,586.7542654613206,0.013892824432045692,-0.01893722893892279,0.0,hold,,,,
رابين,30,0.11904761904761904,1.1,22163.780095246828,20148.890995678932,19946.35944013657,0.22449980246103948,91.73354334603573,2053.914510601724,-0.10004704276892726,80.09350084369338,2062.2057391161484,-0.12688970770957775,0.004036793387274581,0.0,hold,,,,
رابين,60,0.23809523809523808,0.9,18134.00189611104,20148.890995678932,19745.86368055932,0.22449980246103948,2273.1735751255055,172.13736054212222,0.08888615947448171,2281.487512688029,181.90909114573896,0.003657414309887996,0.05676705261915281,0.0,buy_put,,,,
رابين,60,0.23809523809523808,1.0,20148.890995678932,20148.890995678932,19745.86368055932,0.22449980246103948,926.7045039461791,830.9854872622964,-0.0200024564729664,914.7748084401908,827.6434843629798,-0.012873246493556667,-0.004021734375081378,0.0,hold,,,,
رابين,60,0.23809523809523808,1.1,22163.780095246828,20148.890995678932,19745.86368055932,0.22449980246103948,264.5998324262864,2174.1980136419133,-0.10909314224815138,266.4592985156112,2117.2596030037494,0.0070274651056054195,-0.02618823597524528,0.0,hold,,,,
رابين,90,0.35714285714285715,0.9,18134.00189611104,20148.890995678932,19547.3832536411,0.22449980246103948,2430.4217217354835,286.46553981504985,0.07794095123775015,2433.5682535631368,268.58320410876905,0.0012946443818838158,-0.06242403787145265,0.0,hold,,,,
رابين,90,0.35714285714285715,1.0,20148.890995678932,20148.890995678932,19547.3832536411,0.22449980246103948,1147.025223638655,1003.6173543580517,-0.029853143886024815,1158.8549551935391,1031.6819915667475,0.010313401406603083,0.027963483380224027,0.0,hold,,,,
رابين,90,0.35714285714285715,1.1,22163.780095246828,20148.890995678932,19547.3832536411,0.22449980246103948,433.21002896609025,2290.3504723253227,-0.11804831262365903,399.9341084510219,2296.270943946493,-0.07681244267240409,0.0025849631716666327,0.0,hold,,,,
كگهر,30,0.11904761904761904,0.9,6067.971580533103,6742.1906450367815,6752.8897539564505,0.15980755591545584,692.0287236706936,3.3792936084764165,0.112874321234572,696.26545968094,3.8580695288919595,0.006122196760524222,0.14167929037435822,0.0,buy_put,,,,
كگهر,30,0.11904761904761904,1.0,6742.1906450367815,6742.1906450367815,6752.8897539564505,0.15980755591545584,156.2692166882548,140.2354771787668,0.0015868891111148115,152.56571517271456,135.3213213668688,-0.02369949497429454,-0.03504217271378223,0.0,hold,,,,
كگهر,30,0.11904761904761904,1.1,7416.40970954046,6742.1906450367815,6752.8897539564505,0.15980755591545584,7.377759754275303,663.9597107975178,-0.08946646444444119,7.500947809169818,660.8376970425875,0.016697216905596553,-0.004702113251992809,0.0,hold,,,,
كگهر,60,0.23809523809523808,0.9,6067.971580533103,6742.1906450367815,6763.605841175562,0.15980755591545584,720.7955569261367,17.750078448661043,0.11464032937697832,700.4584920795702,16.74582632749334,-0.02821474778964337,-0.05657733423952598,0.0,hold,,,,
كگهر,60,0.23809523809523808,1.0,6742.1906450367815,6742.1906450367815,6763.605841175562,0.15980755591545584,225.59441790344363,193.56506904366915,0.0031762964392805003,232.45638540292285,190.20712557939586,0.030417275228929654,-0.017347879350667984,0.0,hold,,,,
كگهر,60,0.23809523809523808,1.1,7416.40970954046,6742.1906450367815,6763.605841175562,0.15980755591545584,33.382210349888055,672.3689911078154,-0.08802154869156328,33.616170414066396,651.8606902271721,0.0070085252512083925,-0.030501556662887203,0.0,hold,,,,
كگهر,90,0.35714285714285715,0.9,6067.971580533103,6742.1906450367815,6774.338933636796,0.15980755591545584,753.0978735454328,35.6905821856908,0.11640913997847611,746.5077997879885,38.51155620305198,-0.008750620588555878,0.07903973106082242,0.0,buy_put,,,,
كگهر,90,0.35714285714285715,1.0,6742.1906450367815,6742.1906450367815,6774.338933636796,0.15980755591545584,280.57628100563034,232.58936227666982,0.004768225980628513,289.67529642977274,229.78783544941138,0.032429738506512665,-0.012044948229085252,0.0,hold,,,,
كگهر,90,0.35714285714285715,1.1,7416.40970954046,6742.1906450367815,6774.338933636796,0.15980755591545584,64.71265559162657,686.1461094934493,-0.08657434001761054,66.21854698085333,665.0170146412852,0.023270431037937724,-0.03079387110095662,0.0,hold,,,,
اهرم,30,0.11904761904761904,0.9,21770.58745993682,24189.541622152025,23683.94780721345,0.13692805647437697,2474.923752514267,4.196517320459179,0.08788740087044865,2459.917389736073,2.4851905771286305,-0.006063363674516963,-0.4077968974385877,0.0,hold,,,,
اهرم,30,0.11904761904761904,1.0,24189.541622152025,24189.541622152025,23683.94780721345,0.13692805647437697,484.6783040242226,427.15266738133323,-0.020901339216596232,494.4005605263624,423.87392905426947,0.020059194771907807,-0.007675799725573821,0.0,hold,,,,
اهرم,30,0.11904761904761904,1.1,26608.495784367227,24189.541622152025,23683.94780721345,0.13692805647437697,11.097894905257704,2366.773856813281,-0.10991030837872386,9.734364007846864,2340.925405736914,-0.12286392230700055,-0.01092138608932005,0.0,hold,,,,
اهرم,60,0.23809523809523808,0.9,21770.58745993682,24189.541622152025,23188.921580106726,0.13692805647437697,2554.0677605289893,31.69057494528556,0.06514909727539434,2548.107603494872,34.629663788496025,-0.0023335939344392943,0.09274331085140806,0.0,buy_put,,,,
اهرم,60,0.23809523809523808,1.0,24189.541622152025,24189.541622152025,23188.921580106726,0.13692805647437697,702.2091806511417,587.2947102416911,-0.041365812452145115,675.3906237768424,553.2916836757628,-0.038191692181282856,-0.05789772319238993,0.0,hold,,,,
اهرم,60,0.23809523809523808,1.1,26608.495784367227,24189.541622152025,23188.921580106726,0.13692805647437697,68.35446920095274,2360.902713965763,-0.12851437495649556,67.45610736652601,2351.9386648468867,-0.013142693446798082,-0.0037968735712191285,0.0,hold,,,,
اهرم,90,0.35714285714285715,0.9,21770.58745993682,24189.541622152025,22704.24206409387,0.13692805647437697,2646.3652679124207,72.46096172720877,0.04288605467699018,2624.3685203130435,71.89429870447258,-0.008312060268509057,-0.007820252577787883,0.0,hold,,,,
اهرم,90,0.35714285714285715,1.0,24189.541622152025,24189.541622152025,22704.24206409387,0.13692805647437697,875.7269656954013,703.5601390620541,-0.06140255079070885,898.4910018326441,716.2675421804145,0.025994444648813814,0.018061573436069258,0.0,hold,,,,
اهرم,90,0.35714285714285715,1.1,26608.495784367227,24189.541622152025,22704.24206409387,0.13692805647437697,148.31493086361843,2377.8855837821393,-0.14672959162791716,156.47656759755318,2365.6460855001733,0.0550290971138955,-0.0051472191788549,0.0,buy_call,,,,
خودران,30,0.11904761904761904,0.9,8909.773538343961,9899.748375937734,9763.719056190368,0.18184466363248886,1021.4798066752264,10.316456990433721,0.0958436838120947,1017.4225528751149,8.804084908325093,-0.003971937353629468,-0.1465980116537127,0.0,hold,,,,
خودران,30,0.11904761904761904,1.0,9899.748375937734,9899.748375937734,9763.719056190368,0.18184466363248886,259.4107433402705,235.86795212802463,-0.013740684569114673,271.9288155069661,222.7890940583231,0.04825579698630883,-0.0554499157333701,0.0,hold,,,,
خودران,30,0.11904761904761904,1.1,10889.723213531508,9899.748375937734,9763.719056190368,0.18184466363248886,19.89784984567052,983.9756171059744,-0.10340062233555887,14.154978018737118,987.7040804500638,-0.2886177085200473,0.0037891826578542493,0.0,hold,,,,
خودران,60,0.23809523809523808,0.9,8909.773538343961,9899.748375937734,9629.558872417801,0.18184466363248886,1075.1180004754997,42.816527527491985,0.08078604141577599,1102.023485282625,42.986956059486765,0.025025610951751907,0.003980437971887138,0.0,hold,,,,
خودران,60,0.23809523809523808,1.0,9899.748375937734,9899.748375937734,9629.558872417801,0.18184466363248886,373.5077345296904,326.47813969165054,-0.027292562725801512,374.6094219909218,329.989943856892,0.0029495706765446344,0.010756628816123102,0.0,hold,,,,
خودران,60,0.23809523809523808,1.1,10889.723213531508,9899.748375937734,9629.558872417801,0.18184466363248886,73.58889638278924,1011.8311796547205,-0.11572051156891054,67.83879895263397,1002.3171354548493,-0.07813811203588174,-0.009402798007388673,0.0,hold,,,,
خودران,90,0.35714285714285715,0.9,8909.773538343961,9899.748375937734,9497.242141412187,0.18184466363248886,1132.5090929477055,79.11976573360653,0.06593530133397951,1144.8700678852267,88.15774449195006,0.010914680521767745,0.11423161677164319,0.0,buy_put,,,,
خودران,90,0.35714285714285715,1.0,9899.748375937734,9899.748375937734,9497.242141412187,0.18184466363248886,463.610739472575,393.15019544998904,-0.040658228799418335,493.40194655380685,372.49523042998703,0.06425909614415684,-0.052537084450284696,0.0,buy_call,,,,
خودران,90,0.35714285714285715,1.1,10889.723213531508,9899.748375937734,9497.242141412187,0.18184466363248886,132.36298765933134,1044.8312268282616,-0.12787111709038038,128.95475242658136,1035.7493128665737,-0.025749156112446662,-0.00869223060001503,0.0,hold,,,,
ولغدر,30,0.11904761904761904,0.9,2612.196020126083,2902.4400223623147,2936.1786715138223,0.146020473263386,297.26127336598665,0.8051551070122329,0.12402692940788629,293.06197642865186,0.6183859825668234,-0.014126619622478166,-0.23196663949443455,0.0,hold,,,,
ولغدر,30,0.11904761904761904,1.0,2902.4400223623147,2902.4400223623147,2936.1786715138223,0.146020473263386,61.77812818905977,54.87577705267836,0.011624236467097608,63.86917609498688,57.968933101968545,0.03384770576939246,0.056366510242231126,0.0,buy_put,,,,
ولغدر,30,0.11904761904761904,1.1,3192.6840245985463,2902.4400223623147,2936.1786715138223,0.146020473263386,1.9530720773359889,284.6044880635486,-0.08034160321172949,1.3440932268382844,282.2596016624354,-0.3118056202658727,-0.00823910549361978,0.0,hold,,,,
ولغدر,60,0.23809523809523808,0.9,2612.196020126083,2902.4400223623147,2970.3095067011463,0.146020473263386,307.8170093618746,5.1635482385191835,0.13709288423070873,305.86312267002694,5.873676426522492,-0.006347559207004916,0.13752717224676508,0.0,buy_put,,,,
